Date,Type,Description,Amount,RunningTotal
3029-10-09,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -100,"87,064,673 C-Bill"
3029-10-09,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -260,"87,064,413 C-Bill"
3029-10-09,Maintenance,Maintenance for Warrior Attack Helicopter H-7A #2,CSB -260,"87,064,153 C-Bill"
3029-10-09,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -100,"87,064,053 C-Bill"
3029-10-09,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -100,"87,063,953 C-Bill"
3029-10-09,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -100,"87,063,853 C-Bill"
3029-10-11,Maintenance,Maintenance for Stalker STK-3F,CSB -300,"87,063,553 C-Bill"
3029-10-11,Maintenance,Maintenance for Spider SDR-5V,CSB -300,"87,063,253 C-Bill"
3029-10-11,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -260,"87,062,993 C-Bill"
3029-10-12,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -300,"87,062,693 C-Bill"
3029-10-12,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -100,"87,062,593 C-Bill"
3029-10-15,Maintenance,Maintenance for Javelin JVN-10N,CSB -300,"87,062,293 C-Bill"
3029-10-16,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -100,"87,062,193 C-Bill"
3029-10-16,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -100,"87,062,093 C-Bill"
3029-10-16,Maintenance,Maintenance for Lightning LTN-G15,CSB -260,"87,061,833 C-Bill"
3029-10-16,Maintenance,Maintenance for Stingray F-90,CSB -260,"87,061,573 C-Bill"
3029-10-18,Maintenance,Maintenance for Stinger LAM STG-A5,CSB -300,"87,061,273 C-Bill"
3029-10-21,Maintenance,Maintenance for Shadow Hawk SHD-2K,CSB -300,"87,060,973 C-Bill"
3029-10-21,Maintenance,Maintenance for Crab CRB-20,CSB -300,"87,060,673 C-Bill"
3029-10-21,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -100,"87,060,573 C-Bill"
3029-10-21,Maintenance,Maintenance for Manticore Heavy Tank #2,CSB -100,"87,060,473 C-Bill"
3029-10-22,Maintenance,Maintenance for Thunderbolt TDR-5SS,CSB -300,"87,060,173 C-Bill"
3029-10-25,Maintenance,Maintenance for Thunderbolt TDR-5SS #2,CSB -300,"87,059,873 C-Bill"
3029-10-29,Maintenance,Maintenance for LRM Carrier,CSB -100,"87,059,773 C-Bill"
3029-11-01,Maintenance,Monthly Spare Parts,CSB -145633.985000000004250,"86,914,139 C-Bill"
3029-11-01,Maintenance,Monthly Ammunition,CSB -580770.00,"86,333,369 C-Bill"
3029-11-01,Maintenance,Monthly Fuel bill,CSB -1952744.0000000000156,"84,380,625 C-Bill"
3029-11-01,Salaries,Monthly salaries,CSB -519844.000,"83,860,781 C-Bill"
3029-11-01,Overhead,Monthly overhead,CSB -25992.20000,"83,834,789 C-Bill"
3029-11-05,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -300,"83,834,489 C-Bill"
3029-11-05,Maintenance,Maintenance for Hunchback HBK-4P,CSB -300,"83,834,189 C-Bill"
3029-11-05,Maintenance,Maintenance for Griffin GRF-1S,CSB -300,"83,833,889 C-Bill"
3029-11-05,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -300,"83,833,589 C-Bill"
3029-11-05,Maintenance,Maintenance for Grasshopper GHR-5H,CSB -300,"83,833,289 C-Bill"
3029-11-05,Maintenance,Maintenance for Stalker STK-4N,CSB -300,"83,832,989 C-Bill"
3029-11-05,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -260,"83,832,729 C-Bill"
3029-11-05,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -300,"83,832,429 C-Bill"
3029-11-05,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -260,"83,832,169 C-Bill"
3029-11-05,Maintenance,Maintenance for Strike Falcon Attack VTOL #3,CSB -260,"83,831,909 C-Bill"
3029-11-05,Maintenance,Maintenance for MASH Truck (ICE),CSB -100,"83,831,809 C-Bill"
3029-11-05,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -2000,"83,829,809 C-Bill"
3029-11-05,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -100,"83,829,709 C-Bill"
3029-11-05,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -200,"83,829,509 C-Bill"
3029-11-05,Maintenance,Maintenance for Partisan Heavy Tank,CSB -100,"83,829,409 C-Bill"
3029-11-05,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -100,"83,829,309 C-Bill"
3029-11-05,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -100,"83,829,209 C-Bill"
3029-11-05,Maintenance,Maintenance for Union (2708),CSB -2000,"83,827,209 C-Bill"
3029-11-05,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -2000,"83,825,209 C-Bill"
3029-11-05,Maintenance,Maintenance for Cicada CDA-3C,CSB -300,"83,824,909 C-Bill"
3029-11-05,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -100,"83,824,809 C-Bill"
3029-11-06,Maintenance,Maintenance for Manticore Heavy Tank,CSB -100,"83,824,709 C-Bill"
3029-11-06,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -100,"83,824,609 C-Bill"
3029-11-06,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -260,"83,824,349 C-Bill"
3029-11-06,Maintenance,Maintenance for Warrior Attack Helicopter H-7A #2,CSB -260,"83,824,089 C-Bill"
3029-11-06,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -100,"83,823,989 C-Bill"
3029-11-06,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -100,"83,823,889 C-Bill"
3029-11-06,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -100,"83,823,789 C-Bill"
3029-11-08,Maintenance,Maintenance for Stalker STK-3F,CSB -300,"83,823,489 C-Bill"
3029-11-08,Maintenance,Maintenance for Spider SDR-5V,CSB -300,"83,823,189 C-Bill"
3029-11-08,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -260,"83,822,929 C-Bill"
3029-11-09,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -300,"83,822,629 C-Bill"
3029-11-09,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -100,"83,822,529 C-Bill"
3029-11-12,Maintenance,Maintenance for Javelin JVN-10N,CSB -300,"83,822,229 C-Bill"
3029-11-13,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -100,"83,822,129 C-Bill"
3029-11-13,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -100,"83,822,029 C-Bill"
3029-11-13,Maintenance,Maintenance for Lightning LTN-G15,CSB -260,"83,821,769 C-Bill"
3029-11-13,Maintenance,Maintenance for Stingray F-90,CSB -260,"83,821,509 C-Bill"
3029-11-15,Maintenance,Maintenance for Stinger LAM STG-A5,CSB -300,"83,821,209 C-Bill"
3029-11-18,Maintenance,Maintenance for Crab CRB-20,CSB -300,"83,820,909 C-Bill"
3029-11-18,Maintenance,Maintenance for Maxim Heavy Hover Transport #3,CSB -100,"83,820,809 C-Bill"
3029-11-18,Maintenance,Maintenance for Manticore Heavy Tank #2,CSB -100,"83,820,709 C-Bill"
3029-11-26,Maintenance,Maintenance for LRM Carrier,CSB -100,"83,820,609 C-Bill"
3029-12-01,Maintenance,Monthly Spare Parts,CSB -145633.985000000004250,"83,674,975 C-Bill"
3029-12-01,Maintenance,Monthly Ammunition,CSB -580770.00,"83,094,205 C-Bill"
3029-12-01,Maintenance,Monthly Fuel bill,CSB -1952744.0000000000156,"81,141,461 C-Bill"
3029-12-01,Salaries,Monthly salaries,CSB -519844.000,"80,621,617 C-Bill"
3029-12-01,Overhead,Monthly overhead,CSB -25992.20000,"80,595,625 C-Bill"
3029-12-03,Maintenance,Maintenance for Javelin JVN-10F 'Fire Javelin',CSB -300,"80,595,325 C-Bill"
3029-12-03,Maintenance,Maintenance for Hunchback HBK-4P,CSB -300,"80,595,025 C-Bill"
3029-12-03,Maintenance,Maintenance for Black Knight BL-7-KNT-L,CSB -300,"80,594,725 C-Bill"
3029-12-03,Maintenance,Maintenance for Stalker STK-4N,CSB -300,"80,594,425 C-Bill"
3029-12-03,Maintenance,Maintenance for Strike Falcon Attack VTOL,CSB -260,"80,594,165 C-Bill"
3029-12-03,Maintenance,Maintenance for Hunchback HBK-4P #2,CSB -300,"80,593,865 C-Bill"
3029-12-03,Maintenance,Maintenance for Strike Falcon Attack VTOL #2,CSB -260,"80,593,605 C-Bill"
3029-12-03,Maintenance,Maintenance for Strike Falcon Attack VTOL #3,CSB -260,"80,593,345 C-Bill"
3029-12-03,Maintenance,Maintenance for MASH Truck (ICE),CSB -100,"80,593,245 C-Bill"
3029-12-03,Maintenance,Maintenance for Leopard (Black Swan Mk III) - The Black Swan,CSB -2000,"80,591,245 C-Bill"
3029-12-03,Maintenance,Maintenance for Heavy BattleMech Recovery Vehicle,CSB -100,"80,591,145 C-Bill"
3029-12-03,Maintenance,Maintenance for Boomerang Spotter Plane,CSB -200,"80,590,945 C-Bill"
3029-12-03,Maintenance,Maintenance for Partisan Heavy Tank,CSB -100,"80,590,845 C-Bill"
3029-12-03,Maintenance,Maintenance for Partisan Heavy Tank #2,CSB -100,"80,590,745 C-Bill"
3029-12-03,Maintenance,Maintenance for Partisan Heavy Tank #3,CSB -100,"80,590,645 C-Bill"
3029-12-03,Maintenance,Maintenance for Union (2708),CSB -2000,"80,588,645 C-Bill"
3029-12-03,Maintenance,Maintenance for Gazelle (Heavy Vehicle) Mk II,CSB -2000,"80,586,645 C-Bill"
3029-12-03,Maintenance,Maintenance for Cicada CDA-3C,CSB -300,"80,586,345 C-Bill"
3029-12-03,Maintenance,Maintenance for Pegasus Scout Hover Tank,CSB -100,"80,586,245 C-Bill"
3029-12-04,Maintenance,Maintenance for Manticore Heavy Tank,CSB -100,"80,586,145 C-Bill"
3029-12-04,Maintenance,Maintenance for Partisan Heavy Tank (LRM),CSB -100,"80,586,045 C-Bill"
3029-12-04,Maintenance,Maintenance for Warrior Attack Helicopter H-7A,CSB -260,"80,585,785 C-Bill"
3029-12-04,Maintenance,Maintenance for Warrior Attack Helicopter H-7A #2,CSB -260,"80,585,525 C-Bill"
3029-12-04,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25,CSB -100,"80,585,425 C-Bill"
3029-12-04,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage),CSB -100,"80,585,325 C-Bill"
3029-12-04,Maintenance,Maintenance for Mobile Long Tom Artillery LT-MOB-25 (Support Carriage),CSB -100,"80,585,225 C-Bill"
3029-12-06,Maintenance,Maintenance for Stalker STK-3F,CSB -300,"80,584,925 C-Bill"
3029-12-06,Maintenance,Maintenance for Spider SDR-5V,CSB -300,"80,584,625 C-Bill"
3029-12-06,Maintenance,Maintenance for Warrior Attack Helicopter H-7,CSB -260,"80,584,365 C-Bill"
3029-12-07,Maintenance,Maintenance for Trebuchet TBT-5S,CSB -300,"80,584,065 C-Bill"
3029-12-07,Maintenance,Maintenance for Maxim Heavy Hover Transport,CSB -100,"80,583,965 C-Bill"
3029-12-10,Maintenance,Maintenance for Javelin JVN-10N,CSB -300,"80,583,665 C-Bill"
3029-12-10,Repairs,Repair of Vehicle Stabiliser,CSB 0.0,"80,583,665 C-Bill"
3029-12-10,Recruitment,Recruitment of Cheyenne Isaacs,CSB -3000,"80,580,665 C-Bill"
3029-12-10,Repairs,Repair of PPC,CSB -4000.00,"80,576,665 C-Bill"
3029-12-10,Repairs,Repair of Medium Laser,CSB -800.00,"80,575,865 C-Bill"
3029-12-11,Maintenance,Maintenance for Maxim Heavy Hover Transport (SRM4),CSB -100,"80,575,765 C-Bill"
3029-12-11,Maintenance,Maintenance for Maxim Heavy Hover Transport #2,CSB -100,"80,575,665 C-Bill"
3029-12-11,Maintenance,Maintenance for Lightning LTN-G15,CSB -260,"80,575,405 C-Bill"
3029-12-11,Maintenance,Maintenance for Stingray F-90,CSB -260,"80,575,145 C-Bill"
3029-12-11,Repairs,Repair of Vehicle Stabiliser,CSB 0.0,"80,575,145 C-Bill"
